STATION,DATE,PRCP,TAVG,TMAX,TMIN
USW00012918,7/31/1932,,,98,74
USW00012918,8/1/1932,,,97,74
USW00012918,8/2/1932,,,96,74
USW00012918,8/3/1932,,,98,74
USW00012918,8/4/1932,0.91,,91,71
USW00012918,8/5/1932,,,97,73
USW00012918,8/6/1932,,,97,72
USW00012918,8/7/1932,0,,96,73
USW00012918,8/8/1932,0,,94,72
USW00012918,8/9/1932,0,,94,72
USW00012918,8/10/1932,0.01,,92,73
USW00012918,8/11/1932,,,93,71
USW00012918,8/12/1932,0.01,,94,73
USW00012918,8/13/1932,0.36,,86,75
USW00012918,8/14/1932,4.17,,87,71
USW00012918,8/15/1932,,,90,75
USW00012918,8/16/1932,0,,95,72
USW00012918,8/17/1932,,,95,73
USW00012918,8/18/1932,,,95,73
USW00012918,8/19/1932,0.05,,93,75
USW00012918,8/20/1932,,,93,74
USW00012918,8/21/1932,,,92,71
USW00012918,8/22/1932,0,,90,70
USW00012918,8/23/1932,0,,90,71
USW00012918,8/24/1932,0,,89,70
USW00012918,8/25/1932,0.13,,91,73
USW00012918,8/26/1932,,,91,73
USW00012918,8/27/1932,0,,89,75
USW00012918,8/28/1932,0.1,,88,75
USW00012918,8/29/1932,0.04,,90,75
USW00012918,8/30/1932,0,,90,74
USW00012918,8/31/1932,0.06,,87,75
USW00012918,9/1/1932,,,97,73
USW00012918,9/2/1932,0,,87,73
USW00012918,9/3/1932,1.39,,81,73
USW00012918,9/4/1932,0.25,,87,74
USW00012918,9/5/1932,,,93,73
USW00012918,9/6/1932,,,94,73
USW00012918,9/7/1932,,,86,66
USW00012918,9/8/1932,,,82,58
USW00012918,9/9/1932,,,88,58
USW00012918,9/10/1932,,,89,66
USW00012918,9/11/1932,,,90,68
USW00012918,9/12/1932,0,,88,70
USW00012918,9/13/1932,,,88,71
USW00012918,9/14/1932,,,90,68
USW00012918,9/15/1932,,,91,68
USW00012918,9/16/1932,,,91,66
USW00012918,9/17/1932,,,93,67
USW00012918,9/18/1932,0.14,,80,65
USW00012918,9/19/1932,0,,90,70
USW00012918,9/20/1932,,,91,69
USW00012918,9/21/1932,,,89,69
USW00012918,9/22/1932,,,90,70
USW00012918,9/23/1932,,,87,70
USW00012918,9/24/1932,0.19,,81,70
USW00012918,9/25/1932,0.8,,76,68
USW00012918,9/26/1932,0.35,,82,70
USW00012918,9/27/1932,0.29,,82,72
USW00012918,9/28/1932,0.02,,79,70
USW00012918,9/29/1932,,,80,66
USW00012918,9/30/1932,,,81,57
USW00012918,10/1/1932,,,85,59
USW00012918,10/2/1932,,,87,63
USW00012918,10/3/1932,,,89,66
USW00012918,10/4/1932,1.07,,78,61
USW00012918,10/5/1932,,,65,50
USW00012918,10/6/1932,,,70,41
USW00012918,10/7/1932,,,72,47
USW00012918,10/8/1932,,,77,55
USW00012918,10/9/1932,,,83,55
USW00012918,10/10/1932,1.18,,85,68
USW00012918,10/11/1932,,,73,54
USW00012918,10/12/1932,,,74,48
USW00012918,10/13/1932,,,74,52
USW00012918,10/14/1932,0,,73,59
USW00012918,10/15/1932,,,81,63
USW00012918,10/16/1932,,,84,62
USW00012918,10/17/1932,,,84,54
USW00012918,10/18/1932,,,83,59
USW00012918,10/19/1932,0,,84,61
USW00012918,10/20/1932,,,80,64
USW00012918,10/21/1932,,,81,56
USW00012918,10/22/1932,,,80,52
USW00012918,10/23/1932,,,85,54
USW00012918,10/24/1932,,,83,63
USW00012918,10/25/1932,0,,85,62
USW00012918,10/26/1932,0.02,,68,43
USW00012918,10/27/1932,,,77,41
USW00012918,10/28/1932,,,75,45
USW00012918,10/29/1932,,,82,54
USW00012918,10/30/1932,,,80,58
USW00012918,10/31/1932,0.02,,82,64
USW00012918,11/1/1932,,,69,43
USW00012918,11/2/1932,,,70,43
USW00012918,11/3/1932,,,74,47
USW00012918,11/4/1932,,,78,53
USW00012918,11/5/1932,,,79,60
USW00012918,11/6/1932,,,83,50
USW00012918,11/7/1932,,,81,52
USW00012918,11/8/1932,,,68,51
USW00012918,11/9/1932,,,73,35
USW00012918,11/10/1932,0,,81,48
USW00012918,11/11/1932,,,67,43
USW00012918,11/12/1932,,,62,34
USW00012918,11/13/1932,,,68,30
USW00012918,11/14/1932,,,74,43
USW00012918,11/15/1932,0.1,,80,50
USW00012918,11/16/1932,,,55,30
USW00012918,11/17/1932,0.45,,47,33
USW00012918,11/18/1932,0.18,,53,32
USW00012918,11/19/1932,,,66,31
USW00012918,11/20/1932,,,75,40
USW00012918,11/21/1932,,,70,49
USW00012918,11/22/1932,0.51,,75,48
USW00012918,11/23/1932,0.61,,71,53
USW00012918,11/24/1932,,,66,41
USW00012918,11/25/1932,,,65,39
USW00012918,11/26/1932,,,69,44
USW00012918,11/27/1932,,,64,36
USW00012918,11/28/1932,,,60,35
USW00012918,11/29/1932,,,69,31
USW00012918,11/30/1932,,,68,32
USW00012918,12/1/1932,,,71,40
USW00012918,12/2/1932,,,74,49
USW00012918,12/3/1932,0,,75,57
USW00012918,12/4/1932,,,75,59
USW00012918,12/5/1932,0.09,,75,56
USW00012918,12/6/1932,0.85,,73,59
USW00012918,12/7/1932,,,68,51
USW00012918,12/8/1932,0,,54,47
USW00012918,12/9/1932,0.63,,52,46
USW00012918,12/10/1932,0.13,,46,39
USW00012918,12/11/1932,0.04,,61,45
USW00012918,12/12/1932,0.04,,51,37
USW00012918,12/13/1932,0.03,,41,34
USW00012918,12/14/1932,0.02,,47,34
USW00012918,12/15/1932,0.07,,46,39
USW00012918,12/16/1932,0.43,,39,28
USW00012918,12/17/1932,,,43,22
USW00012918,12/18/1932,,,46,24
USW00012918,12/19/1932,0.04,,47,35
USW00012918,12/20/1932,0,,60,43
USW00012918,12/21/1932,0.45,,66,54
USW00012918,12/22/1932,0,,65,61
USW00012918,12/23/1932,0.37,,73,59
USW00012918,12/24/1932,0.08,,73,45
USW00012918,12/25/1932,,,70,49
USW00012918,12/26/1932,0,,60,44
USW00012918,12/27/1932,0.04,,61,46
USW00012918,12/28/1932,,,63,36
USW00012918,12/29/1932,0.32,,68,40
USW00012918,12/30/1932,0.39,,70,48
USW00012918,12/31/1932,,,52,39
USW00012918,1/1/1933,,,52,27
USW00012918,1/2/1933,,,62,34
USW00012918,1/3/1933,,,68,43
USW00012918,1/4/1933,0.1,,70,54
USW00012918,1/5/1933,0.01,,70,62
USW00012918,1/6/1933,,,75,58
USW00012918,1/7/1933,0.1,,69,59
USW00012918,1/8/1933,0,,62,49
USW00012918,1/9/1933,,,68,42
USW00012918,1/10/1933,,,67,42
USW00012918,1/11/1933,1.23,,72,51
USW00012918,1/12/1933,0.04,,65,49
USW00012918,1/13/1933,,,61,41
USW00012918,1/14/1933,,,67,34
USW00012918,1/15/1933,0,,67,41
USW00012918,1/16/1933,0.04,,74,58
USW00012918,1/17/1933,,,74,64
USW00012918,1/18/1933,,,74,63
USW00012918,1/19/1933,0,,76,65
USW00012918,1/20/1933,0.23,,74,67
USW00012918,1/21/1933,0.08,,75,67
USW00012918,1/22/1933,0,,77,56
USW00012918,1/23/1933,,,79,50
USW00012918,1/24/1933,0.69,,74,50
USW00012918,1/25/1933,,,74,47
USW00012918,1/26/1933,0,,70,52
USW00012918,1/27/1933,,,66,48
USW00012918,1/28/1933,,,66,47
USW00012918,1/29/1933,0.17,,61,51
USW00012918,1/30/1933,0.41,,65,52
USW00012918,1/31/1933,0.04,,64,53
USW00012918,2/1/1933,,,68,55
USW00012918,2/2/1933,,,78,58
USW00012918,2/3/1933,0.55,,64,54
USW00012918,2/4/1933,0.12,,64,48
USW00012918,2/5/1933,,,63,42
USW00012918,2/6/1933,0.13,,64,50
USW00012918,2/7/1933,0.52,,68,34
USW00012918,2/8/1933,0,,34,15
USW00012918,2/9/1933,,,35,17
USW00012918,2/10/1933,0.21,,46,33
USW00012918,2/11/1933,0,,50,29
USW00012918,2/12/1933,,,55,31
USW00012918,2/13/1933,0.02,,72,52
USW00012918,2/14/1933,0,,78,65
USW00012918,2/15/1933,0.57,,69,42
USW00012918,2/16/1933,0.4,,56,42
USW00012918,2/17/1933,0.01,,67,52
USW00012918,2/18/1933,,,68,46
USW00012918,2/19/1933,0.2,,77,58
USW00012918,2/20/1933,,,67,49
USW00012918,2/21/1933,,,62,41
USW00012918,2/22/1933,0.1,,73,48
USW00012918,2/23/1933,,,79,66
USW00012918,2/24/1933,0,,76,65
USW00012918,2/25/1933,,,78,64
USW00012918,2/26/1933,0.09,,71,51
USW00012918,2/27/1933,0.59,,61,49
USW00012918,2/28/1933,,,53,45
USW00012918,3/1/1933,,,68,40
USW00012918,3/2/1933,,,68,44
USW00012918,3/3/1933,,,68,53
USW00012918,3/4/1933,0,,67,47
USW00012918,3/5/1933,0.01,,70,56
USW00012918,3/6/1933,1.47,,66,42
USW00012918,3/7/1933,,,61,42
USW00012918,3/8/1933,,,73,48
USW00012918,3/9/1933,,,77,60
USW00012918,3/10/1933,,,71,53
USW00012918,3/11/1933,0.25,,65,58
USW00012918,3/12/1933,0.03,,78,62
USW00012918,3/13/1933,,,78,66
USW00012918,3/14/1933,,,84,67
USW00012918,3/15/1933,,,78,49
USW00012918,3/16/1933,0.01,,69,52
USW00012918,3/17/1933,0.03,,79,68
USW00012918,3/18/1933,0.02,,78,69
USW00012918,3/19/1933,0.11,,73,52
USW00012918,3/20/1933,,,57,39
USW00012918,3/21/1933,,,72,37
USW00012918,3/22/1933,0,,74,53
USW00012918,3/23/1933,,,78,57
USW00012918,3/24/1933,0.03,,77,66
USW00012918,3/25/1933,0.13,,77,63
USW00012918,3/26/1933,,,70,47
USW00012918,3/27/1933,0,,70,62
USW00012918,3/28/1933,0.27,,71,63
USW00012918,3/29/1933,0,,76,62
USW00012918,3/30/1933,0,,77,68
USW00012918,3/31/1933,0,,80,63
USW00012918,4/1/1933,,,78,54
USW00012918,4/2/1933,,,89,59
USW00012918,4/3/1933,,,82,56
USW00012918,4/4/1933,0.18,,76,59
USW00012918,4/5/1933,0.09,,82,61
USW00012918,4/6/1933,,,73,49
USW00012918,4/7/1933,,,74,45
USW00012918,4/8/1933,0,,79,55
USW00012918,4/9/1933,,,86,70
USW00012918,4/10/1933,0,,82,70
USW00012918,4/11/1933,,,75,54
USW00012918,4/12/1933,0,,69,57
USW00012918,4/13/1933,0,,78,57
USW00012918,4/14/1933,0,,75,46
USW00012918,4/15/1933,,,69,37
USW00012918,4/16/1933,,,80,40
USW00012918,4/17/1933,,,82,48
USW00012918,4/18/1933,,,77,57
USW00012918,4/19/1933,0,,83,70
USW00012918,4/20/1933,0.01,,82,67
USW00012918,4/21/1933,,,86,53
USW00012918,4/22/1933,,,83,60
USW00012918,4/23/1933,,,81,57
USW00012918,4/24/1933,,,86,59
USW00012918,4/25/1933,,,86,61
USW00012918,4/26/1933,0.31,,88,59
USW00012918,4/27/1933,,,93,71
USW00012918,4/28/1933,,,92,61
USW00012918,4/29/1933,0.03,,80,70
USW00012918,4/30/1933,,,89,71
USW00012918,5/1/1933,,,87,74
USW00012918,5/2/1933,,,85,63
USW00012918,5/3/1933,0,,79,59
USW00012918,5/4/1933,0.73,,81,60
USW00012918,5/5/1933,,,91,59
USW00012918,5/6/1933,,,81,62
USW00012918,5/7/1933,,,93,71
USW00012918,5/8/1933,,,87,72
USW00012918,5/9/1933,,,84,76
USW00012918,5/10/1933,0,,85,76
USW00012918,5/11/1933,,,86,76
USW00012918,5/12/1933,,,86,77
USW00012918,5/13/1933,,,87,74
USW00012918,5/14/1933,,,86,73
USW00012918,5/15/1933,,,87,71
USW00012918,5/16/1933,,,93,67
USW00012918,5/17/1933,,,91,69
USW00012918,5/18/1933,,,92,70
USW00012918,5/19/1933,,,89,68
USW00012918,5/20/1933,0,,89,71
USW00012918,5/21/1933,0.01,,87,70
USW00012918,5/22/1933,,,89,68
USW00012918,5/23/1933,,,90,72
USW00012918,5/24/1933,,,90,73
USW00012918,5/25/1933,0.81,,84,63
USW00012918,5/26/1933,0.77,,82,65
USW00012918,5/27/1933,,,91,66
USW00012918,5/28/1933,,,89,71
USW00012918,5/29/1933,0,,86,71
USW00012918,5/30/1933,,,93,66
USW00012918,5/31/1933,,,93,72
USW00012918,6/1/1933,,,90,65
USW00012918,6/2/1933,,,90,63
USW00012918,6/3/1933,,,89,65
USW00012918,6/4/1933,,,87,63
USW00012918,6/5/1933,,,89,64
USW00012918,6/6/1933,,,90,66
USW00012918,6/7/1933,,,87,64
USW00012918,6/8/1933,,,92,70
USW00012918,6/9/1933,,,91,68
USW00012918,6/10/1933,0.05,,88,69
USW00012918,6/11/1933,0.03,,85,68
USW00012918,6/12/1933,0,,85,66
USW00012918,6/13/1933,,,90,72
USW00012918,6/14/1933,,,84,65
USW00012918,6/15/1933,,,85,58
USW00012918,6/16/1933,,,86,61
USW00012918,6/17/1933,,,85,65
USW00012918,6/18/1933,,,88,65
USW00012918,6/19/1933,,,92,62
USW00012918,6/20/1933,,,99,66
USW00012918,6/21/1933,,,99,66
USW00012918,6/22/1933,0.01,,101,68
USW00012918,6/23/1933,0,,95,67
USW00012918,6/24/1933,,,98,70
USW00012918,6/25/1933,0.54,,97,73
USW00012918,6/26/1933,,,92,74
USW00012918,6/27/1933,,,92,73
USW00012918,6/28/1933,,,92,73
USW00012918,6/29/1933,,,94,75
USW00012918,6/30/1933,,,94,72
USW00012918,7/1/1933,,,92,73
USW00012918,7/2/1933,,,97,73
USW00012918,7/3/1933,,,96,73
USW00012918,7/4/1933,,,100,74
USW00012918,7/5/1933,0,,95,76
USW00012918,7/6/1933,0.17,,89,74
USW00012918,7/7/1933,0.16,,87,75
USW00012918,7/8/1933,0.08,,90,73
USW00012918,7/9/1933,,,93,72
USW00012918,7/10/1933,,,95,73
USW00012918,7/11/1933,,,98,75
USW00012918,7/12/1933,,,96,76
USW00012918,7/13/1933,,,97,78
USW00012918,7/14/1933,,,96,75
USW00012918,7/15/1933,,,96,74
USW00012918,7/16/1933,0.46,,85,71
USW00012918,7/17/1933,0.06,,86,70
USW00012918,7/18/1933,,,91,72
USW00012918,7/19/1933,,,93,70
USW00012918,7/20/1933,,,96,74
USW00012918,7/21/1933,,,92,74
USW00012918,7/22/1933,1,,84,74
USW00012918,7/23/1933,2.9,,86,74
USW00012918,7/24/1933,1.4,,83,73
USW00012918,7/25/1933,0.06,,83,72
USW00012918,7/26/1933,,,90,68
USW00012918,7/27/1933,0.9,,89,69
USW00012918,7/28/1933,0.35,,72,71
USW00012918,7/29/1933,0.12,,82,72
USW00012918,7/30/1933,,,88,75
USW00012918,7/31/1933,,,90,75
USW00012918,8/1/1933,,,90,74
USW00012918,8/2/1933,,,91,73
USW00012918,8/3/1933,0.03,,90,74
USW00012918,8/4/1933,0.05,,89,76
USW00012918,8/5/1933,0.01,,89,76
USW00012918,8/6/1933,,,95,72
USW00012918,8/7/1933,0.25,,95,74
USW00012918,8/8/1933,,,92,74
USW00012918,8/9/1933,,,91,72
USW00012918,8/10/1933,,,90,72
USW00012918,8/11/1933,0.33,,91,72
USW00012918,8/12/1933,1.05,,92,73
USW00012918,8/13/1933,,,95,72
USW00012918,8/14/1933,,,96,75
USW00012918,8/15/1933,0.75,,89,69
USW00012918,8/16/1933,,,88,71
USW00012918,8/17/1933,,,92,71
USW00012918,8/18/1933,0.05,,92,73
USW00012918,8/19/1933,0,,89,72
USW00012918,8/20/1933,,,89,72
USW00012918,8/21/1933,0.06,,91,72
USW00012918,8/22/1933,,,95,72
USW00012918,8/23/1933,,,96,74
USW00012918,8/24/1933,0.2,,95,72
USW00012918,8/25/1933,,,95,71
USW00012918,8/26/1933,0.03,,93,72
USW00012918,8/27/1933,0.77,,93,72
USW00012918,8/28/1933,,,92,74
USW00012918,8/29/1933,0.02,,84,75
USW00012918,8/30/1933,0.6,,86,73
USW00012918,8/31/1933,1.22,,84,83
USW00012918,9/1/1933,0.01,,88,73
USW00012918,9/2/1933,0,,88,74
USW00012918,9/3/1933,,,92,74
USW00012918,9/4/1933,,,86,73
USW00012918,9/5/1933,,,90,76
USW00012918,9/6/1933,1.29,,96,70
USW00012918,9/7/1933,,,96,72
USW00012918,9/8/1933,,,90,71
USW00012918,9/9/1933,,,89,72
USW00012918,9/10/1933,0.02,,91,72
USW00012918,9/11/1933,,,90,71
USW00012918,9/12/1933,0,,89,75
USW00012918,9/13/1933,,,90,71
USW00012918,9/14/1933,,,90,73
USW00012918,9/15/1933,,,89,73
USW00012918,9/16/1933,,,92,71
USW00012918,9/17/1933,,,96,71
USW00012918,9/18/1933,,,95,73
USW00012918,9/19/1933,,,92,71
USW00012918,9/20/1933,,,95,72
USW00012918,9/21/1933,,,91,74
USW00012918,9/22/1933,,,92,70
USW00012918,9/23/1933,,,90,64
USW00012918,9/24/1933,2.2,,82,72
USW00012918,9/25/1933,,,88,75
USW00012918,9/26/1933,,,88,74
USW00012918,9/27/1933,,,91,73
USW00012918,9/28/1933,0.15,,90,74
USW00012918,9/29/1933,,,90,71
USW00012918,9/30/1933,0.99,,80,69
USW00012918,10/1/1933,0.89,,76,68
USW00012918,10/2/1933,0,,75,70
USW00012918,10/3/1933,,,81,63
USW00012918,10/4/1933,,,82,64
USW00012918,10/5/1933,,,84,61
USW00012918,10/6/1933,,,89,59
USW00012918,10/7/1933,,,89,59
USW00012918,10/8/1933,,,83,62
USW00012918,10/9/1933,,,79,50
USW00012918,10/10/1933,,,79,54
USW00012918,10/11/1933,0,,84,64
USW00012918,10/12/1933,,,88,63
USW00012918,10/13/1933,,,87,63
USW00012918,10/14/1933,,,82,62
USW00012918,10/15/1933,,,87,67
USW00012918,10/16/1933,,,94,71
USW00012918,10/17/1933,0.03,,89,69
USW00012918,10/18/1933,0,,89,65
USW00012918,10/19/1933,,,86,66
USW00012918,10/20/1933,,,85,67
USW00012918,10/21/1933,0.02,,84,67
USW00012918,10/22/1933,0.15,,90,64
USW00012918,10/23/1933,0,,86,63
USW00012918,10/24/1933,,,86,63
USW00012918,10/25/1933,,,79,59
USW00012918,10/26/1933,,,77,48
USW00012918,10/27/1933,0.64,,69,60
USW00012918,10/28/1933,,,79,54
USW00012918,10/29/1933,,,81,58
USW00012918,10/30/1933,0.03,,80,63
USW00012918,10/31/1933,,,78,63
USW00012918,11/1/1933,,,81,64
USW00012918,11/2/1933,,,76,63
USW00012918,11/3/1933,,,76,55
USW00012918,11/4/1933,,,73,51
USW00012918,11/5/1933,,,71,45
USW00012918,11/6/1933,0.23,,59,48
USW00012918,11/7/1933,0.42,,59,51
USW00012918,11/8/1933,,,65,44
USW00012918,11/9/1933,,,76,55
USW00012918,11/10/1933,,,69,47
USW00012918,11/11/1933,0.04,,74,54
USW00012918,11/12/1933,1.23,,76,63
USW00012918,11/13/1933,,,72,57
USW00012918,11/14/1933,,,77,41
USW00012918,11/15/1933,,,73,47
USW00012918,11/16/1933,,,72,48
USW00012918,11/17/1933,0.06,,80,59
USW00012918,11/18/1933,,,83,60
USW00012918,11/19/1933,0.06,,80,60
USW00012918,11/20/1933,0,,80,56
USW00012918,11/21/1933,0.03,,84,63
USW00012918,11/22/1933,0,,77,53
USW00012918,11/23/1933,,,74,42
USW00012918,11/24/1933,,,62,47
USW00012918,11/25/1933,,,71,39
USW00012918,11/26/1933,,,74,42
USW00012918,11/27/1933,,,75,39
USW00012918,11/28/1933,,,80,55
USW00012918,11/29/1933,,,80,60
USW00012918,11/30/1933,,,79,57
USW00012918,12/1/1933,0.08,,73,66
USW00012918,12/2/1933,0,,82,67
USW00012918,12/3/1933,,,85,66
USW00012918,12/4/1933,,,83,63
USW00012918,12/5/1933,0,,82,66
USW00012918,12/6/1933,0.04,,75,44
USW00012918,12/7/1933,,,67,35
USW00012918,12/8/1933,,,78,40
USW00012918,12/9/1933,,,71,45
USW00012918,12/10/1933,,,79,47
USW00012918,12/11/1933,,,81,57
USW00012918,12/12/1933,,,81,58
USW00012918,12/13/1933,,,81,60
USW00012918,12/14/1933,,,80,60
USW00012918,12/15/1933,0.02,,78,65
USW00012918,12/16/1933,0.04,,80,68
USW00012918,12/17/1933,1.33,,77,62
USW00012918,12/18/1933,0,,62,45
USW00012918,12/19/1933,,,69,38
USW00012918,12/20/1933,,,80,41
USW00012918,12/21/1933,,,78,46
USW00012918,12/22/1933,,,78,44
USW00012918,12/23/1933,,,79,54
USW00012918,12/24/1933,,,80,55
USW00012918,12/25/1933,,,75,57
USW00012918,12/26/1933,0,,75,56
USW00012918,12/27/1933,0.08,,60,42
USW00012918,12/28/1933,0.7,,48,41
USW00012918,12/29/1933,0.25,,57,45
USW00012918,12/30/1933,0.91,,72,53
USW00012918,12/31/1933,,,77,56
USW00012918,1/1/1934,,,80,58
USW00012918,1/2/1934,,,71,51
USW00012918,1/3/1934,0.03,,67,53
USW00012918,1/4/1934,1.77,,60,40
USW00012918,1/5/1934,0,,59,43
USW00012918,1/6/1934,0.1,,58,51
USW00012918,1/7/1934,1.9,,57,43
USW00012918,1/8/1934,,,49,31
USW00012918,1/9/1934,,,60,27
USW00012918,1/10/1934,,,68,33
USW00012918,1/11/1934,1.77,,52,45
USW00012918,1/12/1934,,,67,37
USW00012918,1/13/1934,,,60,38
USW00012918,1/14/1934,,,72,39
USW00012918,1/15/1934,,,72,46
USW00012918,1/16/1934,,,71,52
USW00012918,1/17/1934,,,67,49
USW00012918,1/18/1934,0.08,,65,53
USW00012918,1/19/1934,0.05,,64,54
USW00012918,1/20/1934,0,,62,54
USW00012918,1/21/1934,,,67,40
USW00012918,1/22/1934,0.12,,78,53
USW00012918,1/23/1934,,,67,60
USW00012918,1/24/1934,,,74,57
USW00012918,1/25/1934,0.51,,66,58
USW00012918,1/26/1934,1.18,,69,56
USW00012918,1/27/1934,0.36,,67,58
USW00012918,1/28/1934,0.01,,67,60
USW00012918,1/29/1934,,,66,47
USW00012918,1/30/1934,,,51,33
USW00012918,1/31/1934,1.92,,54,34
USW00012918,2/1/1934,,,63,35
USW00012918,2/2/1934,,,68,40
USW00012918,2/3/1934,,,75,43
USW00012918,2/4/1934,,,78,46
USW00012918,2/5/1934,,,73,51
USW00012918,2/6/1934,,,68,44
USW00012918,2/7/1934,,,69,44
USW00012918,2/8/1934,0.75,,64,53
USW00012918,2/9/1934,0.6,,60,48
USW00012918,2/10/1934,,,58,45
USW00012918,2/11/1934,0.02,,51,47
USW00012918,2/12/1934,,,58,36
USW00012918,2/13/1934,,,72,41
USW00012918,2/14/1934,,,71,43
USW00012918,2/15/1934,,,79,48
USW00012918,2/16/1934,,,75,49
USW00012918,2/17/1934,,,69,48
USW00012918,2/18/1934,0.35,,66,49
USW00012918,2/19/1934,,,51,34
USW00012918,2/20/1934,,,56,33
USW00012918,2/21/1934,,,79,52
USW00012918,2/22/1934,,,69,52
USW00012918,2/23/1934,,,58,41
USW00012918,2/24/1934,,,73,53
USW00012918,2/25/1934,0.01,,76,45
USW00012918,2/26/1934,,,48,29
USW00012918,2/27/1934,,,44,34
USW00012918,2/28/1934,0.15,,50,38
USW00012918,3/1/1934,0.75,,65,49
USW00012918,3/2/1934,0.92,,62,50
USW00012918,3/3/1934,,,71,42
USW00012918,3/4/1934,0,,71,50
USW00012918,3/5/1934,,,72,50
USW00012918,3/6/1934,0.01,,80,59
USW00012918,3/7/1934,,,80,65
USW00012918,3/8/1934,,,72,48
USW00012918,3/9/1934,0.22,,56,42
USW00012918,3/10/1934,,,58,41
USW00012918,3/11/1934,,,71,35
USW00012918,3/12/1934,,,74,45
USW00012918,3/13/1934,,,77,51
USW00012918,3/14/1934,0,,75,49
USW00012918,3/15/1934,,,76,48
USW00012918,3/16/1934,,,76,52
USW00012918,3/17/1934,,,77,57
USW00012918,3/18/1934,0.09,,70,34
USW00012918,3/19/1934,,,68,25
USW00012918,3/20/1934,,,75,41
USW00012918,3/21/1934,,,77,50
USW00012918,3/22/1934,,,81,53
USW00012918,3/23/1934,,,80,63
USW00012918,3/24/1934,0,,75,63
USW00012918,3/25/1934,0.88,,70,48
USW00012918,3/26/1934,0.63,,59,42
USW00012918,3/27/1934,,,63,43
USW00012918,3/28/1934,,,69,41
USW00012918,3/29/1934,,,73,42
USW00012918,3/30/1934,,,78,42
USW00012918,3/31/1934,,,77,45
USW00012918,4/1/1934,,,80,50
USW00012918,4/2/1934,,,80,61
USW00012918,4/3/1934,0,,76,66
USW00012918,4/4/1934,0,,79,68
USW00012918,4/5/1934,0.64,,79,59
USW00012918,4/6/1934,3.68,,76,60
USW00012918,4/7/1934,0.01,,76,63
USW00012918,4/8/1934,0.15,,78,62
USW00012918,4/9/1934,,,79,62
USW00012918,4/10/1934,,,83,66
USW00012918,4/11/1934,,,90,70
USW00012918,4/12/1934,,,83,60
USW00012918,4/13/1934,,,70,48
USW00012918,4/14/1934,0.46,,68,54
USW00012918,4/15/1934,0.01,,80,59
USW00012918,4/16/1934,0.09,,81,62
USW00012918,4/17/1934,0.01,,77,63
USW00012918,4/18/1934,,,85,65
USW00012918,4/19/1934,0.79,,80,59
USW00012918,4/20/1934,,,75,57
USW00012918,4/21/1934,,,78,50
USW00012918,4/22/1934,,,80,56
USW00012918,4/23/1934,,,84,62
USW00012918,4/24/1934,,,83,59
USW00012918,4/25/1934,,,84,60
USW00012918,4/26/1934,,,83,57
USW00012918,4/27/1934,0,,87,60
USW00012918,4/28/1934,0.02,,73,57
USW00012918,4/29/1934,,,77,57
USW00012918,4/30/1934,,,77,60
USW00012918,5/1/1934,,,76,59
USW00012918,5/2/1934,,,78,66
USW00012918,5/3/1934,,,82,62
USW00012918,5/4/1934,0,,82,67
USW00012918,5/5/1934,0,,91,69
USW00012918,5/6/1934,,,89,69
USW00012918,5/7/1934,,,88,62
USW00012918,5/8/1934,0.12,,85,62
USW00012918,5/9/1934,0.53,,80,65
USW00012918,5/10/1934,0.3,,82,66
USW00012918,5/11/1934,0.17,,80,66
USW00012918,5/12/1934,,,80,62
USW00012918,5/13/1934,,,82,65
USW00012918,5/14/1934,0.06,,90,68
USW00012918,5/15/1934,0.05,,79,59
USW00012918,5/16/1934,,,79,54
USW00012918,5/17/1934,,,87,60
USW00012918,5/18/1934,,,87,62
USW00012918,5/19/1934,0.1,,86,65
USW00012918,5/20/1934,,,85,63
USW00012918,5/21/1934,,,88,61
USW00012918,5/22/1934,,,90,62
USW00012918,5/23/1934,,,91,63
USW00012918,5/24/1934,,,92,63
USW00012918,5/25/1934,,,87,67
USW00012918,5/26/1934,,,84,62
USW00012918,5/27/1934,,,83,55
USW00012918,5/28/1934,,,87,55
USW00012918,5/29/1934,,,91,56
USW00012918,5/30/1934,,,92,62
USW00012918,5/31/1934,,,88,62
USW00012918,6/1/1934,,,86,61
USW00012918,6/2/1934,,,88,62
USW00012918,6/3/1934,0,,86,66
USW00012918,6/4/1934,0.01,,86,74
USW00012918,6/5/1934,0.02,,90,71
USW00012918,6/6/1934,,,90,71
USW00012918,6/7/1934,,,91,68
USW00012918,6/8/1934,0,,91,68
USW00012918,6/9/1934,,,91,68
USW00012918,6/10/1934,,,91,72
USW00012918,6/11/1934,,,92,71
USW00012918,6/12/1934,,,93,69
USW00012918,6/13/1934,,,95,71
USW00012918,6/14/1934,,,98,72
USW00012918,6/15/1934,,,97,70
USW00012918,6/16/1934,,,100,74
USW00012918,6/17/1934,,,102,75
USW00012918,6/18/1934,,,101,75
USW00012918,6/19/1934,0,,101,74
USW00012918,6/20/1934,,,95,71
USW00012918,6/21/1934,,,93,72
USW00012918,6/22/1934,,,94,72
USW00012918,6/23/1934,,,93,68
USW00012918,6/24/1934,,,91,68
USW00012918,6/25/1934,,,92,67
USW00012918,6/26/1934,,,93,67
USW00012918,6/27/1934,,,95,67
USW00012918,6/28/1934,,,93,69
USW00012918,6/29/1934,0,,89,70
USW00012918,6/30/1934,0.03,,91,70
